directorid,directorname,companyname,qualification,fulltextdescription,primarykeyid,companyid,awarddate,awarddateflag
1490753,Adi Mohanty,National Institute of Technology Tiruchirappalli (Formerly known as Regional Engineering College),BS,,1829615,1047279,9999-12-31,80
1491553,Doctor Shankar Musunuri,Fuqua School of Business Duke University,MBA,,1832613,730113,2006-12-28,25
1491553,Doctor Shankar Musunuri,University of Connecticut (UCONN),PhD,,1832612,62265,1993-01-28,15
1491553,Doctor Shankar Musunuri,Birla Institute of Technology & Science (BITS) India,BPharm (Hons),,1832683,468626,1985-12-28,25
1491616,David Kalergis,School of Law University of Virginia,JD,,1831930,77982,1982-12-28,25
1491616,David Kalergis,Harvard Business School Harvard University,Graduated,,1831932,63013,9999-12-31,80
1491616,David Kalergis,College and Graduate School of Arts & Sciences University of Virginia,BA,,1831926,1886939,1970-12-28,25
1491616,David Kalergis,Darden School of Business University of Virginia (Formerly known as Colgate Darden School of Business University of Virginia),MBA,,1831929,53191,1982-12-28,25
1492105,Dave Renzi,Indiana University Kelley School of Business,BS,,1833723,79674,1980-12-28,25
1492268,Doctor Yuval Cohen,Université Paris Descartes - Paris V (University of Paris V - Paris Descartes),PhD (summa cum laude),,1834101,97521,2002-12-28,25
1492268,Doctor Yuval Cohen,University of Cape Town (UCT),BS (Hons),,1834088,42659,1998-12-28,25
1493146,Geoff MacKay,McGill University (Canada),Bachelor's Degree,,1835151,61248,1989-12-28,25
1493146,Geoff MacKay,McGill University (Canada),Diploma,,1835153,61248,9999-12-31,80
1493239,Doctor Eric Poma,University of North Carolina Chapel Hill,PhD,,1837667,62533,1995-12-28,25
1493239,Doctor Eric Poma,University of North Carolina Chapel Hill,BS,,1837677,62533,1991-12-28,25
1493239,Doctor Eric Poma,Leonard N Stern School of Business New York University,MBA,,1837668,42226,2001-12-28,25
1514531,Doctor Manny Litchman,Princeton University,BA,,1839785,61632,9999-12-31,80
1514531,Doctor Manny Litchman,Yale School of Medicine (Yale-New Haven Medical Center),MD,,1839787,79150,1986-12-28,25
1514579,Doctor Paula Ragan,Massachusetts Institute of Technology (MIT),PhD,,1838532,40436,1999-12-28,25
1514579,Doctor Paula Ragan,Tufts University,BS (magna Cum Laude),,1838537,62097,1992-12-28,25
1514579,Doctor Paula Ragan,Boston University,MS,,1838536,60195,1994-12-28,25
1514579,Doctor Paula Ragan,Harvard Medical School Harvard University,Post Doctoral Studies,,4101652,63348,9999-12-31,80
1514756,Doctor Lalo Flores,Rutgers University Newark,Doctorate,,1838499,1896036,9999-12-31,80
1514756,Doctor Lalo Flores,University of Medicine and Dentistry of New Jersey (UMDNJ),PhD,,1838500,78014,1991-12-28,25
1515096,Kash Shaikh,Wichita State University,Masters Degree,,1839422,62949,9999-12-31,80
1515096,Kash Shaikh,Colorado State University,Bachelor's Degree,,1839424,60431,9999-12-31,80
1516396,Rosie Moore,Kent State University,BSc,,1842816,61063,1980-12-28,25
1516396,Rosie Moore,Kent State University,MSc,,1842817,61063,1982-12-28,25
1517940,Doctor Guo-liang Yu,Fudan University Shanghai,BS,,1845960,91057,1984-12-28,25
1517940,Doctor Guo-liang Yu,University of California Berkeley,PhD,,1845957,62215,9999-12-31,80
1517940,Doctor Guo-liang Yu,Harvard Medical School Harvard University,Postdoctoral Fellow,,4165895,63348,9999-12-31,80
1520283,Ken Mills,Massachusetts Institute of Technology (MIT),SB,,1850738,40436,1997-12-28,25
1521310,Rich Daly,Kellogg School of Management Northwestern University,MBA,,1852142,77878,1998-12-28,25
1521310,Rich Daly,University of Notre Dame,BS,,1852143,62544,1983-12-28,25
1523058,Doctor Brian Lian,Whitman College,BA,,1856044,114107,9999-12-31,80
1523058,Doctor Brian Lian,Indiana University,MBA,,1856041,60920,9999-12-31,80
1523058,Doctor Brian Lian,University of Michigan,PhD,,1856043,63187,9999-12-31,80
1523058,Doctor Brian Lian,University of Michigan,MS,,1856915,63187,9999-12-31,80
1523303,Doctor Wouter Latour,Universiteit van Amsterdam (University of Amsterdam),MD,,1856812,62148,1986-12-28,25
1523303,Doctor Wouter Latour,Stanford University,MBA,,1856813,61935,1988-12-28,25
1523524,Doctor David Epstein,Scripps Research Institute (The),Postdoctoral Fellow,,1856917,99012,1995-12-28,25
1523524,Doctor David Epstein,Lewis & Clark College,BSc,,1856920,61147,1981-12-28,25
1523524,Doctor David Epstein,Brandeis University,PhD,,1856919,60203,1992-12-28,25
1524024,Doctor Travis Mickle,Simpson College,BA,,1858154,422330,1995-12-28,25
1524024,Doctor Travis Mickle,University of Iowa (The),PhD,,1858152,62375,2000-12-28,25
1529176,Doctor Tom Cannell,Washington State University (WSU),Doctor of Veterinary Medicine (DVM),,1868017,62894,1986-12-28,25
1529176,Doctor Tom Cannell,Washington State University (WSU),BS,,1868124,62894,1983-12-28,25
1532642,Doctor Alise Reicin,Harvard Medical School Harvard University,MD,,1874637,63348,1987-12-28,25
1532642,Doctor Alise Reicin,Barnard College Columbia University,BS,,1874636,259346,1982-12-28,25
1533019,Doctor Dirk Thye,University of California Berkeley,BA,,1876146,62215,1991-12-28,25
1533019,Doctor Dirk Thye,Stanford University,Internal Medicine Residency Program,,1876148,61935,1999-12-28,25
1533019,Doctor Dirk Thye,University of California Los Angeles (UCLA),MD,,1876147,62218,1996-12-28,25
1533225,Doctor Mark Manfredi,University of Rhode Island (URI),BS,,1877289,62631,1993-12-28,25
1533225,Doctor Mark Manfredi,Boston College (BC),PhD,,1877290,60193,1999-12-28,25
1533259,John Simard,University of Saskatchewan (USask),Degree,,1876106,82843,1994-12-28,25
1533259,John Simard,University of Toronto,Attended,,1876107,62752,9999-12-31,80
1535076,Darren Jensen,Brigham Young University (BYU),BA,,1926503,60212,1993-12-28,25
1535951,Michael Jonas,Touro College,Graduated,,1879213,119942,9999-12-31,80
1535951,Michael Jonas,Bar-Ilan University Ramat Gan,Graduated,,1879214,60127,9999-12-31,80
1536233,Doctor Tim Miller,Case Western Reserve University (CWRU),PhD,,1919863,60290,2001-12-28,25
1536233,Doctor Tim Miller,John Carroll University (JCU),BS,,1919864,80640,1996-12-28,25
1536233,Doctor Tim Miller,John Carroll University (JCU),MS,,1919865,80640,1996-12-28,25
1537260,Bill Enright,Carey Business School Johns Hopkins University,MS,,1924562,1285020,1996-12-28,25
1537260,Bill Enright,State University of New York Buffalo (SUNYB) (University at Buffalo) (Formerly known as University of Buffalo),MA,,1924561,83168,1988-12-28,25
1537471,David Angulo,Universidad de Guadalajara,MD,,1922685,794917,9999-12-31,80
1537471,David Angulo,Unknown Organisation,Postgraduate Degree,,1922687,0,9999-12-31,80
1538903,Jonathan Violin,Fuqua School of Business Duke University,MBA,,3925340,730113,9999-12-31,80
1538903,Jonathan Violin,University of California San Diego School of Medicine,PhD,,1933815,1221266,2003-12-28,25
1538903,Jonathan Violin,Duke University,BSc,,3925341,60547,9999-12-31,80
1540052,Doctor Rahul Ballal,Johns Hopkins University,MS,,1927869,61026,2004-12-28,25
1540052,Doctor Rahul Ballal,School of Medicine Georgetown University,PhD,,1927868,1221170,2009-12-28,25
1540052,Doctor Rahul Ballal,Brown University,BS,,1927870,60224,1999-12-28,25
1585474,Vikram Karnani,Kellogg School of Management Northwestern University,MBA,,1936778,77878,2007-12-28,25
1585474,Vikram Karnani,Case Western Reserve University (CWRU),Masters Degree,,1936779,60290,1998-12-28,25
1585474,Vikram Karnani,University of Mumbai (University of Bombay prior to 09/1996),Bachelor's Degree,,1936780,76151,1996-12-28,25
1587043,Doctor Ali Tehrani,University of Massachusetts,BS,,1940327,63512,9999-12-31,80
1587043,Doctor Ali Tehrani,University of British Columbia (UBC),PhD,,1940329,62203,2003-12-28,25
1587043,Doctor Ali Tehrani,University of Massachusetts,MS,,1940328,63512,1996-12-28,25
1593548,Doctor Ankit Mahadevia,Northwestern University,BA (summa cum laude),,1954055,61494,9999-12-31,80
1593548,Doctor Ankit Mahadevia,School of Medicine Johns Hopkins University,MD,,1954030,98942,9999-12-31,80
1593548,Doctor Ankit Mahadevia,Wharton School (The) University of Pennsylvania,MBA,,1954032,64966,9999-12-31,80
1594412,Yujiro Hata,Wharton School (The) University of Pennsylvania,MBA,,1955421,64966,2001-12-28,25
1594412,Yujiro Hata,Colorado College,BA,,1955427,82981,1996-12-28,25
1594412,Yujiro Hata,Oxford University,Graduated,,1955423,61561,1995-12-28,25
1596929,John Adent,DePauw University,BA,,1961626,60500,1990-12-28,25
1599924,Ash Kulkarni,University of Texas at Austin (UT Austin),MS,,1966479,62742,9999-12-31,80
1599924,Ash Kulkarni,University of California Berkeley,MBA,,1966482,62215,2004-12-28,25
1599924,Ash Kulkarni,University of Mumbai (University of Bombay prior to 09/1996),BE,,1966478,76151,9999-12-31,80
1601865,Doctor Sean Bohen,National Cancer Institute (NCI) (USA),Postdoctoral Fellow,,1969935,121621,9999-12-31,80
1601865,Doctor Sean Bohen,University of California San Francisco (UCSF),MD,,1969904,62221,1997-12-28,25
1601865,Doctor Sean Bohen,University of Wisconsin-Madison,BS,,1969901,751347,1988-12-28,25
1601865,Doctor Sean Bohen,American Board of Internal Medicine (ABIM),Certified,,1969961,36377,9999-12-31,80
1601865,Doctor Sean Bohen,University of California San Francisco (UCSF),PhD,,1969903,62221,9999-12-31,80
1608328,Doctor Tim Lu,Harvard-MIT Division of Health Science & Technology,PhD,,1983978,96227,2007-12-28,25
1608328,Doctor Tim Lu,Massachusetts Institute of Technology (MIT),SB,,1984057,40436,2003-12-28,25
1608328,Doctor Tim Lu,Massachusetts Institute of Technology (MIT),MEng,,1984060,40436,2003-12-28,25
1608328,Doctor Tim Lu,Harvard Medical School Harvard University,MD,,1983975,63348,2010-12-28,25
1613466,Tolga Oal,Bosporus University,BSc,,1995793,625420,1994-12-28,25
1613466,Tolga Oal,University of Florida (UF),MBA,,1995794,62323,1996-12-28,25
1613542,Doctor Marty Huber Jr,Texas Lutheran University,BS,,1995800,115741,1980-12-28,25
1613542,Doctor Marty Huber Jr,Baylor College of Medicine,MD,,1995770,82819,1987-12-28,25
1613542,Doctor Marty Huber Jr,Baylor College of Medicine,Internal Medicine Residency Program,,1995801,82819,1990-12-28,25
1616168,Doctor Ronnie Morris,Long Island Jewish Medical Center,Completed,,2002423,250412,1996-12-28,25
1616168,Doctor Ronnie Morris,University of Medicine and Dentistry of New Jersey (UMDNJ),MD,,2002416,78014,1993-12-28,25
1616168,Doctor Ronnie Morris,American Board of Internal Medicine (ABIM),Certified,,2002427,36377,1996-12-28,25
1622533,Brian Leuthner,University of North Carolina Chapel Hill,MBA,,2014915,62533,1997-12-28,25
1622533,Brian Leuthner,University of North Carolina Chapel Hill,BS,,2014914,62533,1987-12-28,25
1624736,Doctor Ramy Mahmoud,Walter Reed Army Institute of Research (WRAIR),Certified,,3924322,108801,9999-12-31,80
1624736,Doctor Ramy Mahmoud,American Board of Certification (ABC),Certified,,2022138,1194830,9999-12-31,80
1624736,Doctor Ramy Mahmoud,Harvard School of Public Health,MPH,,2022134,63160,1993-12-28,25
1624736,Doctor Ramy Mahmoud,Miller School of Medicine University of Miami,BS (Hons),,2432520,1146633,1983-12-28,25
1624736,Doctor Ramy Mahmoud,Miller School of Medicine University of Miami,MD (Hons),,2022135,1146633,1987-12-28,25
1624736,Doctor Ramy Mahmoud,Harvard Medical School Harvard University,Certified,,2531803,63348,9999-12-31,80
1625673,Ted White,Universite Saint Joseph (Saint Joseph University),MBA,,2022068,1350947,1994-12-28,25
1625673,Ted White,Villanova University,BA,,2022070,62858,1988-12-28,25
1631795,Terrence Moorehead,Boston College (BC),BA,,2034147,60193,1985-05-28,15
1631795,Terrence Moorehead,Columbia Business School Columbia University,MBA,,2034154,63118,1988-05-28,15
1643420,Richard Ackerman,School of Law Tulane University,JD,,2057419,129192,9999-12-31,80
1643420,Richard Ackerman,Tulane University,BA,,2057416,62098,9999-12-31,80
1643440,Dan Barber,State University of New York (SUNY),BA,,2055945,61939,1998-12-28,25
1643440,Dan Barber,Seton Hall University,MBA,,2055948,61818,2003-12-28,25
1645805,Scott Requadt,McGill University (Canada),BCom (Hons),,2061626,61248,1990-12-28,25
1645805,Scott Requadt,Harvard Business School Harvard University,MBA,,2061622,63013,2001-12-28,25
1645805,Scott Requadt,University of Toronto,LLB,,2061623,62752,1993-12-28,25
1647685,Doctor Herriot Tabuteau,Yale School of Medicine (Yale-New Haven Medical Center),MD,,2064519,79150,9999-12-31,80
1647685,Doctor Herriot Tabuteau,Wesleyan University,BA,,2064525,62908,9999-12-31,80
1662633,John Belizaire,Cornell University  New York,MS,,2098740,60457,1995-12-28,25
1662633,John Belizaire,Wharton School (The) University of Pennsylvania,Executive Development Program,,2098763,64966,2002-12-28,25
1662633,John Belizaire,Cornell University  New York,BS,,2098737,60457,1994-12-28,25
1664484,Ron Cooper,St Francis Xavier University,Graduated,,2103762,79930,1985-12-28,25
1664620,Grant Begley,Naval Postgraduate School (NPS),MS,,2102747,61404,9999-12-31,80
1664620,Grant Begley,Naval Postgraduate School (NPS),MBA,,2102683,61404,9999-12-31,80
1664620,Grant Begley,Darden School of Business University of Virginia (Formerly known as Colgate Darden School of Business University of Virginia),Executive Program,,2102750,53191,9999-12-31,80
1664620,Grant Begley,Massachusetts Institute of Technology (MIT) Sloan School of Management,Certified,,2102696,63283,2000-12-28,25
1664620,Grant Begley,Defense Systems Management College (DSMC),Executive Program,,2738159,82944,9999-12-31,80
1664620,Grant Begley,United States Naval Academy (USNA),BS,,2102685,377927,9999-12-31,80
1665276,Bill Annett,Harvard Business School Harvard University,MBA,,2106475,63013,1997-12-28,25
1665276,Bill Annett,Unknown Organisation,MA,,2107151,0,9999-12-31,80
1665276,Bill Annett,Unknown Organisation,BA,,2107150,0,9999-12-31,80
1672233,John Fowler,Stanford Graduate School of Business,MBA,,2117028,67360,2000-06-28,15
1672233,John Fowler,Stanford University,AB,,2117029,61935,1994-01-28,15
1689305,Robert Cameron,Carleton University,Graduated,,2152157,60283,1981-12-28,25
1694109,Michel Vounatsos,École des Hautes Études Commerciales de Paris (HEC Paris School of Management) (Groupe HEC),MBA,,2160280,60833,1989-12-28,25
1694109,Michel Vounatsos,Université Victor Segalen Bordeaux 2,Certified,,2160278,938046,1988-12-28,25
1694242,Doctor Sanjay Shukla,University of Maryland Baltimore,MS,,2160512,2285572,1995-12-28,25
1694242,Doctor Sanjay Shukla,University of Maryland College Park,BS,,2160579,62449,1993-12-28,25
1694242,Doctor Sanjay Shukla,Howard University College of Medicine,MD,,2160509,823454,2001-12-28,25
1699904,Jeff Tuder,Yale University,BA,,2170326,62981,1995-12-28,25
1703470,Bill Welch,La Salle University,BS,,2179841,461498,9999-12-31,80
1709985,Dan Faga,Wharton School (The) University of Pennsylvania,MBA,,2189177,64966,2007-12-28,25
1709985,Dan Faga,Cornell University  New York,BS,,2189176,60457,2001-12-28,25
1710096,Patrick Lockwood-Taylor,University of Leeds,Bachelor's Degree (Hons),,2189865,62407,1991-12-28,25
1710096,Patrick Lockwood-Taylor,Chartered Institute of Marketing (CIM) (UK),Post Graduate Diploma,,2189868,38129,9999-12-31,80
1712387,Tom Appio,WP Carey School of Business Arizona State University (Arizona State University College of Business prior to 2003),BS,,2192465,485630,9999-12-31,80
1720239,Bo Cumbo,Auburn University,BS,,2206777,1354261,1994-12-28,25
1723586,Mike Gorenstein,Carey Law School University of Pennsylvania (Formerly known as University of Pennsylvania Law School),JD,,2214239,74077,2011-12-28,25
1723586,Mike Gorenstein,Wharton School (The) University of Pennsylvania,Certificate,,2214303,64966,2011-12-28,25
1723586,Mike Gorenstein,Indiana University Kelley School of Business,Bachelor of Science in Business (BSB),,2214240,79674,2008-12-28,25
1725010,Doctor Iain Dukes,Oxford University,DPhil,,2216214,61561,1983-12-28,25
1725010,Doctor Iain Dukes,University of Leeds,Training Program,,2216243,62407,1981-12-28,25
1725010,Doctor Iain Dukes,Oxford University,MA,,2216236,61561,1989-12-28,25
1725010,Doctor Iain Dukes,Unknown Organisation,BA,,2216232,0,1980-12-28,25
1725010,Doctor Iain Dukes,Gray's Inn,Completed,,2216235,1334776,9999-12-31,80
1725010,Doctor Iain Dukes,University of Bath,BSc,,2985087,62185,1980-12-28,25
1725010,Doctor Iain Dukes,University of Leeds,MSc,,2985092,62407,1981-12-28,25
1725776,Phill LoPresti,Boston University,BS,,2222141,60195,1983-12-28,25
1725776,Phill LoPresti,Boston University,MS,,2222144,60195,1986-12-28,25
1725788,Doctor Sanjeev Aggarwal,Cornell University  New York,PhD,,2219077,60457,1996-12-28,25
1725788,Doctor Sanjeev Aggarwal,Indian Institute of Technology (BHU) Varanasi,Bachelor's Degree,,3970691,3414265,9999-12-31,80
1726107,Doctor Pankaj Mohan,Middlesex University (Middlesex Polytechnic prior to 1992),Masters Degree,,2219270,61285,1996-12-28,25
1726107,Doctor Pankaj Mohan,University of Birmingham,PhD,,2219263,62192,1993-12-28,25
1726107,Doctor Pankaj Mohan,Fuqua School of Business Duke University,AMP Program(Advanced Management Program),,2219273,730113,2004-12-28,25
1726107,Doctor Pankaj Mohan,Indian Institute of Technology Roorkee,BEng,,2219275,660019,1987-12-28,25
1727122,Michael Carr,California State University Northridge (Formerly known as San Fernando Valley State College),BS,,3529824,60261,9999-12-31,80
